index,school_type,region,gender,grade,counselling_purpose,question1,question2,question3,question4,question5,question6
S-0877,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,3,5,3,2
S-0878,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,5,4,2,1
S-0879,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,2,3,1,5
S-0880,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,1,4,5,3
S-0883,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,5,1,4,1
S-0884,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,4,3,4,5
S-0888,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,2,3,5,5,5
S-0889,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,1,4,1,5
S-0890,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,4,4,4,1
S-0891,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,2,4,2,5
S-0894,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,4,3,3,3
S-0895,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,5,5,4,3
S-0896,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,5,4,3,4
S-0897,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,1,5,1,3
S-0898,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,2,1,5,5
S-0899,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,1,3,1,1
S-0900,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,2,1,4,3
S-0901,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,3,4,1,4
S-0902,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,3,2,1,3
S-0903,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,2,2,1,1
S-0904,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,5,1,1,5
S-0905,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,4,5,4,2
S-0906,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,5,5,3,3,3
S-0907,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,2,4,5,4
S-0908,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,3,1,3,1
S-0909,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,5,3,3,4,1
S-0910,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,5,2,4,5
S-0911,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,5,5,1,4,5
S-0912,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,3,3,5,1
S-0913,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,5,2,4,4
S-0914,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,4,2,3,1
S-0915,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,4,1,2,3
S-0917,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,3,5,1,1
S-0918,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,1,2,3,3,3
S-0919,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,5,2,4,3
S-0920,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,1,1,1,2
S-0922,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,4,1,2,3
S-0924,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,2,1,5,4,1
S-0925,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,2,2,4,4
S-0928,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,4,4,1,1
S-0931,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,2,1,2,4
S-0932,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,5,1,3,4
S-0933,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,2,5,3,2,4
S-0934,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,3,5,4,2
S-0935,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,4,3,4,1
S-0937,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,3,3,3,5
S-0939,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,2,5,4,1
S-0940,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,4,4,4,5,5
S-0941,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,1,5,3,5
S-0942,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,1,1,1,5
S-0943,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,1,2,3,5
S-0944,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,5,4,2,1,5
S-0945,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,3,3,5,1
S-0946,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,1,1,2,1
S-0947,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,5,5,4,3
S-0948,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,1,4,3,4
S-0950,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,4,1,4,5,3
S-0951,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,3,5,4,4
S-0952,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,2,2,5,3
S-0953,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,1,4,3,4,1
S-0954,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,3,2,5,2
S-0955,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,5,4,1,1
S-0957,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,1,2,4,5,3
S-0958,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,4,2,5,5
S-0959,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,5,2,2,5
S-0961,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,5,3,1,2
S-0963,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,5,2,1,5
S-0965,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,5,3,5,1,4
S-0966,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,1,5,4,2
S-0967,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,1,5,5,5
S-0970,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,1,4,3,3,4
S-0971,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,2,2,4,5
S-0973,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,2,4,1,2,5
S-0974,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,1,4,4,1,5
S-0976,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,4,4,5,2,1
S-0977,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,5,3,4,1
S-0980,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,1,1,5,5
S-0981,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,1,1,1,4
S-0982,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,3,5,5,5
S-0983,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,5,2,2,3
S-0984,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,4,2,3,5
S-0986,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,1,5,2,2,2
S-0987,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,5,4,2,5
S-0988,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,3,2,5,3
S-0989,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,5,5,4,4
S-0990,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,1,2,4,5
S-0993,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,4,1,1,1
S-0994,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,2,1,4,5
S-0996,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,4,4,4,3,1
S-0997,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,3,3,1,1
S-1001,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,5,3,3,5
S-1003,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,4,4,3,4
S-1004,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,4,5,3,5
S-1005,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,2,5,1,2
S-1006,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,5,3,1,4
S-1007,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,5,1,5,5
S-1010,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,2,5,4,5
S-1011,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,3,4,4,1,2
S-1012,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,4,4,5,3
S-1013,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,1,5,1,2,5
S-1014,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,2,1,1,4
S-1016,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,3,1,4,3,1
S-1017,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,1,1,3,4
S-1018,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,4,2,1,3,2
S-1019,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,2,5,5,5
S-1020,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,3,3,4,5,5
S-1021,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,4,1,5,4,5
S-1022,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,5,4,2,1
S-1025,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,1,4,3,2
S-1027,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,3,4,3,1
S-1030,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,5,1,5,1,3
S-1032,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,1,4,1,1,5
S-1035,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,5,2,5,1,2
S-1036,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,4,2,1,1
S-1038,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,5,4,2,3,3
S-1040,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,5,2,3,4
S-1041,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,5,4,3,1,4
S-1043,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,1,2,5,5
S-1044,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,3,1,5,2
S-1045,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,3,3,2,3,5
S-1046,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,3,2,2,2
S-1047,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,2,1,3,1
S-1049,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,3,3,4,3,3
S-1050,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,2,5,3,1,5
S-1051,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,4,4,1,5,1
S-1052,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,3,3,1,3
S-1053,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,4,4,5,4
S-1055,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,2,4,4,3,1
S-1056,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,1,3,4,3,1
S-1057,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,1,2,1,2
S-1058,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,3,4,4,4
S-1059,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,4,2,5,1
S-1060,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,2,2,4,5,5
S-1061,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,3,3,2,2,5
S-1062,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,2,5,2,2
S-1063,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,2,5,1,4
S-1064,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,3,1,3,4
S-1065,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,1,2,1,4,5
S-1066,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,2,2,1,5
S-1067,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,3,1,1,3
S-1068,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,1,3,4,4,4
S-1069,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,5,4,2,5
S-1070,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,3,1,1,5,5
S-1071,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,2,5,1,3,2
S-1072,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,2,2,2,1
S-1073,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,4,2,4,1
S-1074,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,4,4,1,4
S-1075,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,5,5,1,2,1
S-1077,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,1,5,3,1,5
S-1078,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,4,5,4,1,1
S-1079,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,1,3,1,3,3
S-1080,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,2,3,2,4,5
S-1081,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,3,3,1,5
S-1082,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,4,5,4,2
S-1083,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,1,5,4,1
S-1084,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,1,4,3,1,2
S-1085,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,3,2,4,5
S-1087,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,5,4,3,2,4,3
S-1089,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,4,4,1,2,4
S-1091,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,4,3,1,1,2
S-1092,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,4,4,5,1,3
S-1093,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,3,4,1,2
S-1094,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,2,2,4,2,4
S-1095,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,2,3,5,4
S-1096,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,4,5,5,1,4
S-1098,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,4,3,4,3,3
S-1099,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,5,3,2,4,1
S-1101,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,1,5,3,3
S-1102,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,3,1,2,3,5
S-1220,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,4,4,4,3,2
S-1221,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,5,2,1,1,3
S-1222,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,3,5,1,5
S-1223,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,5,2,4,4,4
S-1224,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,3,2,5,5
S-1225,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,1,2,5,3
S-1227,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,5,5,5,3,3,2
S-1231,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,5,2,2,2,3
S-1232,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,3,5,4,3,1
S-1233,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,1,3,5,2,4,1
S-1234,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,3,4,3,2,1
S-1235,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,3,2,4,1,2
S-1237,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,5,2,4,3,5,1
S-1239,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,4,4,1,1,3,1
S-1240,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,2,2,2,5,5
S-1243,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,2,1,4,5,1
S-1244,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,4,4,2,1,5,5
S-1245,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,5,4,2,2,5
S-1246,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,2,3,4,2,1
S-1247,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,4,2,1,3,2
S-1248,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,1,5,1,4,2,5
S-1249,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,4,1,4,1,3,5
S-1250,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,1,1,5,5
S-1252,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,3,2,1,3
S-1254,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,2,5,5,4,5,1
S-1255,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,2,5,5,3,4,2
S-1256,중학교,경기도 성남시,무응답,하,학교 진로 상담 참여,3,5,2,5,2,1
S-1257,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,1,1,2,4,5,3
S-1258,중학교,경기도 성남시,무응답,중,학교 진로 상담 참여,3,1,3,2,4,4
S-1259,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,2,3,5,3,4,2
S-1260,중학교,경기도 성남시,무응답,상,학교 진로 상담 참여,3,3,1,3,5,3
